Video_Id,Tittle,Description,Name,Comment,Comment_Id,Time,Likes,Reply_Count,Label,LengthComment,cleanTittle,cleanComment,countUrl,WhiteSpacenum,StopwordRatio,WorldDuplicateRatio,CountEmoji,CountNonAscii,CountUpperLetters
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Amier Mandar,"Ini lagu banyak seni banyak arti
I really admire you, all the best
Yang dislike : 
10% bot
50% A team
40% the ricis
Jadi siapapun presidennya. Ku mohon bikin sekolah banyak banyak, karna indonesia gawat darurat tentang pendidikan.
.
Kita semua sama dimata sang Pencipta...
Mohon doa nya untuk saudara Audrey
#saveAudrey
#justiceforaudrey
#stopbullying
Tq.",UgzkyX39i99Rptg-4qp4AaABAg,2019-04-09 19:32:40,75,4,spam,56,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,lagu banyak seni banyak arti i really admire you all the best dislike 10 bot 50 a team 40 the ricis jadi siapapun presidennya ku mohon bikin sekolah banyak banyak karna indonesia gawat darurat pendidikan semua sama dimata sang pencipta mohon doa nya saudara audrey #saveaudrey #justiceforaudrey #stopbullying tq,0,55,0.09259259259259259,0.002676718015951054,0,0,12
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Reno Alonso Syakir,Siapa pun presidennya minumnya #TehBotolSosro,UgwL7wT1WGVHwMr6Ub94AaABAg,2019-04-09 12:44:24,0,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,siapa presidennya minumnya #tehbotolsosro,0,4,0.2,0.022222222222222223,0,0,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Imam Buchori,Auto subscribe 😙😁,UgxqNkfJOK8toK6g0El4AaABAg,2019-04-12 01:15:00,0,0,spam,3,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,auto subscribe 😙😁,0,2,0.0,0.06666666666666667,2,2,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Tria Playz,"Pemain Minecraft, yuk mampir channelku",UgxkEYzbgAylQfujUd54AaABAg.9EGB2ItAyo-9F3yHHot4rc,2020-10-21 09:41:58,3,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,pemain minecraft yuk mampir channelku,0,4,0.0,0.02702702702702703,0,0,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Tanda Tanya,"Sob, jangan mampir ke channel gua ya",UgyNGQJJRyi6RNB3hlt4AaABAg,2019-12-06 12:32:28,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,sob jangan mampir channel gua,0,6,0.2857142857142857,0.02857142857142857,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Dikymaru,"Tonton guys saling subsback juga
https://youtu.be/o8eEs8-Pm8g",UgwFiOhEObAHfu9To9N4AaABAg,2019-04-11 17:41:17,0,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,tonton guys saling subsback https://youtu.be/o8ees8-pm8g,1,5,0.16666666666666666,0.01639344262295082,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,yyn,"3:02 Jadi inget video ini:
https://youtu.be/3Ui-tdSYEto

Nak SD ditanyain Jokowi: Ikan teri, ikan paus, ikan k*ntol! 😂😂😂",Ugz1MI3uXOhYQ3Vkc514AaABAg,2019-04-08 17:03:30,1,0,spam,17,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,302 jadi inget video https://youtu.be/3ui-tdsyeto nak sd ditanyain jokowi ikan teri ikan paus ikan kntol 😂😂😂,1,16,0.058823529411764705,0.008027522935779817,3,3,10
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Taufiq Hidayat,"Tonton film pendek menarik karya kami disini 
https://youtu.be/i0gvCWrdrns",UgzyPW6YuwY-abVP2h54AaABAg,2019-04-09 11:44:25,3,1,spam,8,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,tonton film pendek menarik karya disini https://youtu.be/i0gvcwrdrns,1,7,0.125,0.0136986301369863,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Lia Tema,"Tuhan Roh Kudus , Tuhan Ruhul Qudus akan melawat penuh Indonesia, tahun 2023.https://youtu.be/NuJyFy8klNM2023, 70% orang di Indonesia akan menjadi orang percaya Isa adalah Ruhuallah, Isa Kalimatullah, Isa juru selamat manusia 🙏🏻 amin. waktu-waktu terakhir ini memang akan banyak gelombang orang mempercayai Isa. Allah tak mau banyak manusia jatuh dalam lautan api maut itu, sesungguhnya lautan itu untuk malaikat yang diusir (lucifer(jadi iblis) yg jatuh beserta 1/3 malaikat surgawi yg mengikut dia untuk menggoda Manusia. 🙏🏻",UgwlTTawAuZrboIAWGp4AaABAg,2019-04-10 00:17:15,1,2,spam,75,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,tuhan roh kudus tuhan ruhul qudus melawat penuh indonesia tahun 2023httpsyoutu.be/nujyfy8klnm2023 70 orang indonesia menjadi orang percaya isa ruhuallah isa kalimatullah isa juru selamat manusia 🙏🏻 amin waktuwaktu terakhir memang banyak gelombang orang mempercayai isa allah tak mau banyak manusia jatuh lautan api maut sesungguhnya lautan malaikat diusir luciferjadi iblis yg jatuh beserta 13 malaikat surgawi yg mengikut menggoda manusia 🙏🏻,1,74,0.12162162162162163,0.0014851485148514852,2,4,21
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Adi w,Mampir ke Chanel ku donk Gans ..,UgylkKpdhg0LwvLf6Ih4AaABAg,2019-04-11 23:32:55,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,mampir chanel ku donk gans,0,6,0.16666666666666666,0.03333333333333333,0,0,3
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Munir Sileo Chandra,"Siapa pilihan anda 
Jokowi like
Probowo coment. 
Eummm
Klw ad waktu mampir juga ke channel kta ya",UgwGciyHU_gLmeKQtxJ4AaABAg,2019-04-09 15:23:43,6,1,spam,17,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,siapa pilihan jokowi like probowo coment eummm klw ad waktu mampir channel kta,0,16,0.23529411764705882,0.010638297872340425,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,indonesiaku 46,mampir canelku yah,UgwgrwdObwGNP6f6zMF4AaABAg,2019-04-30 19:11:09,0,0,spam,3,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,mampir canelku yah,0,2,0.0,0.05555555555555555,0,0,0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,RizkyL07 Channel,"Jangan lupa mampir juga guys
https://youtu.be/AY0kdnRZ_UE",Ugxemlr1AQEGERWZ6l14AaABAg,2019-04-15 08:50:09,0,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,jangan lupa mampir guys https://youtu.be/ay0kdnrz_ue,1,5,0.16666666666666666,0.017543859649122806,0,0,7
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Visual Inspire,"Wanna see something like this?

Here
https://youtu.be/mnDmimE8SGQ",Ugz5HHQ6c2p0gt2kQkV4AaABAg,2019-04-10 13:30:52,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,wanna see something like this here https://youtu.be/mndmime8sgq,1,6,0.0,0.015873015873015872,0,0,7
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,ExpressFastZ,"Ini vidio muncul mulu diBeranda Youtube, diRefresh tetap nongol dan ane mulai kesel :v

Coba tonton, eh rupanya mantap 100%🙌🙌

Jangan lupa mampir mhank
Subscribe : Youtube.com/ExpressFastZ",Ugx8NH_Wtk2COFmfs6h4AaABAg,2019-04-12 12:04:56,2,0,spam,27,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,vidio muncul mulu diberanda youtube direfresh tetap nongol ane mulai kesel v coba tonton eh rupanya mantap 100🙌🙌 jangan lupa mampir mhank subscribe youtube.com/expressfastz,1,26,0.07692307692307693,0.0056179775280898875,2,2,11
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,gadis maharany,https://youtu.be/JGAo702J3bE,UgwYAP5oAoqkg8gbmIp4AaABAg,2021-05-30 03:49:28,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/jgao702j3be,1,0,0.0,0.03571428571428571,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,danu sa,Versi karaoke+liriknya https://youtu.be/GV-5VRz9PlM,UgztO_vPqTkE4MEJ00p4AaABAg.8tgqOUUYgA78tyFr4o8rE3,2019-04-20 23:38:55,2,0,spam,3,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,versi karaokeliriknya https://youtu.be/gv-5vrz9plm,1,2,0.0,0.02,0,0,7
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,VAL Gaming,SUBSCRIBE GUA DONG 😅😅😅,UgyGHOuGnjoJWcC0c1x4AaABAg,2019-04-17 10:26:16,0,0,spam,4,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,subscribe gua dong 😅😅😅,0,3,0.0,0.05263157894736842,3,3,16
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,AMH official,Sip🖒🖒🖒https://www.youtube.com/channel/UCMBATUD-di_aZXT0EGO6O5g,UgzMYjnUSZj9E4dJDmB4AaABAg,2019-04-10 12:14:12,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,sip🖒🖒🖒https://www.youtube.com/channel/ucmbatud-di_azxt0ego6o5g,1,0,0.0,0.01694915254237288,0,3,16
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Ini Mila,http://chng.it/6FgLYd4WT4 #justiceforaudrey,Ugz5F79b9Km3pV1y0S14AaABAg,2019-04-09 15:25:20,0,0,spam,2,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,http://chng.it/6fglyd4wt4 #justiceforaudrey,1,1,0.0,0.023255813953488372,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,omong nol,"https://youtu.be/JrghgxN-DYE di tontong yah,,scribe juga Vidio perdana saya loh",UgxAhNihCW981mT3ysR4AaABAg,2019-04-10 16:45:23,0,0,spam,9,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/jrghgxn-dye tontong yahscribe vidio perdana loh,1,8,0.3333333333333333,0.012987012987012988,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Tio Baskara,https://youtu.be/dklD4fr1kIw,UgxCATOFgh_ITL3yA_x4AaABAg,2019-04-16 02:39:07,1,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/dkld4fr1kiw,1,0,0.0,0.03571428571428571,0,0,2
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Amelia Setyani Sianturi,"https://youtu.be/2pHi56XK9Ko 
Guyss tolong bantu like coment and subs yaa makasih",UgwVeKziZvQK6IMW2nN4AaABAg,2019-04-11 07:57:36,0,0,spam,10,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/2phi56xk9ko guyss bantu like coment and subs yaa makasih,1,9,0.1,0.0125,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,tri yanto,Mampir DiChannel Kita Yu Gan,Ugzwqn9lF2mHwSt7nlx4AaABAg,2019-04-10 17:33:59,1,0,spam,5,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,mampir dichannel yu gan,0,4,0.2,0.03571428571428571,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,B' SQUAD,"Mohon bantuannya yaa. Aku lagi ikutan buat video. Caranya gampaang banget :
1. Buka https://youtu.be/TC5ZYazRZQI
2. Klik tombol 👍(like) & subscribe di video youtubenya!
3. Bantu juga share broadcast ini ke grup line/wa/ personal teman

Terima Kasih banyakkk",Ugxw1JfaOwTs37cjl5d4AaABAg,2019-04-11 05:10:16,0,0,spam,38,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,mohon bantuannya yaa aku ikutan buat video caranya gampaang banget 1 buka https://youtu.be/tc5zyazrzqi 2 klik tombol 👍like subscribe video youtubenya 3 bantu share broadcast grup linewa personal teman terima kasih banyakkk,1,37,0.1388888888888889,0.004034117104656524,1,1,16
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Berita Seru,https://youtu.be/addme/MvVYFS_EAmxuDVAiY9pZBG-5Mw69wA,UgxXHMaEj6wKma4r0214AaABAg,2019-04-13 14:58:01,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/addme/mvvyfs_eamxudvaiy9pzbg-5mw69wa,1,0,0.0,0.018867924528301886,0,0,16
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,MhdSigitMubarak,"Product Eco racing ini pokok nya dahsyat banget pokok nya cocok banget untuk anda😍,produk nya pun luar biasa,, pasti dibutuhkan banyak orang,,,,dimana Eco Racing ini bisa menghemat BBM mulai dari (30 s/d 50 persen),berfungsi juga merawat dan menjaga mesin kendaraan nya secara otomatis..!!!,,,membantu Bumi terbebas dari polusi Gas CO ,dan kalo faham bisnis nya bisa membantu anda terbebas dari Riba serta dapet income tambahan puluhan juta per/bulan nya, dan juga ada program reward nya yaitu motor,mobil,rumah 1 M  dari ECO RACING ini. 

 
info eco racing:  https://sahabatsinergybillioner.com/https-sinergy-ecoracing-goberkahnoriba",Ugw-oCddJu-sgrqJwRR4AaABAg,2019-04-11 01:47:18,0,0,spam,86,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,product eco racing pokok nya dahsyat banget pokok nya cocok banget anda😍produk nya luar biasa dibutuhkan banyak orangdimana eco racing menghemat bbm mulai 30 sd 50 persenberfungsi merawat menjaga mesin kendaraan nya otomatismembantu bumi terbebas polusi gas co kalo faham bisnis nya membantu terbebas riba dapet income tambahan puluhan juta perbulan nya program reward nya motormobilrumah 1 m eco racing info eco racing https://sahabatsinergybillioner.com/https-sinergy-ecoracing-goberkahnoriba,1,85,0.1511627906976744,0.0011995511357040592,1,1,22
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Renaldi oktopiandi,Bang jangn lupa mampir ke chanel saya,UgzX6aZOVsmwxYqT3-F4AaABAg,2019-04-17 13:41:37,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,bang jangn lupa mampir chanel,0,6,0.2857142857142857,0.02702702702702703,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Andrawan Hadi,https://moneey4click.com/184361,UgwPHgHhDxgOS1_-dTd4AaABAg,2019-04-14 02:43:07,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://moneey4click.com/184361,1,0,0.0,0.03225806451612903,0,0,0
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,MasBar 25,https://youtu.be/GnV0wdRs2X8,UgwQgR1xcHANK7w3Kqh4AaABAg,2019-04-09 15:32:31,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/gnv0wdrs2x8,1,0,0.0,0.03571428571428571,0,0,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Sara Ria,Nih cuy cara mencetak foto di papan kayu https://youtu.be/tV_YxU0YrkE cek aja siapa tau bermanfaat a:),Ugzz7Nz-dJ5BfoWgln14AaABAg,2019-04-10 17:29:02,0,0,spam,15,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,nih cuy cara mencetak foto papan kayu https://youtu.be/tv_yxu0yrke cek aja siapa tau bermanfaat a,1,14,0.06666666666666667,0.01,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,yudi alghaz,https://youtu.be/ZkrTaKV8uBQ,UgxvHgNjwT_-3u6OzK14AaABAg,2019-04-10 05:34:39,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/zkrtakv8ubq,1,0,0.0,0.03571428571428571,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,R A,"Hy..  Saya Nirmala musisi jalanan paling cantik.. Katanya
Suport channel aku yah..  Subscribe Makasih",UgwAqOQ0kizwfPtX6-94AaABAg,2019-04-15 02:03:03,0,0,spam,14,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,hy nirmala musisi jalanan paling cantik katanya suport channel aku yah subscribe makasih,0,13,0.07142857142857142,0.010752688172043012,0,0,7
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Dhona 8081,Yg pilih jokowi subscribe channel fauza1108,UgzykGi-qDl06PXNXY54AaABAg,2019-05-05 19:43:20,0,0,spam,6,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,yg pilih jokowi subscribe channel fauza1108,0,5,0.0,0.023255813953488372,0,0,1
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Z. A. R channel,https://youtube.com/channel/UCOZPbfqBU83rwIWO8vzfsKw,UgyNPLxHjeX9aLZA7s54AaABAg,2021-02-03 11:30:15,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtube.com/channel/ucozpbfqbu83rwiwo8vzfskw,1,0,0.0,0.019230769230769232,0,0,11
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Filli Official Gaming,"https://youtu.be/-qXlLyaC9to 
Buka gan pasti ketawa challenge mendunia",Ugx2G2163BpRiMKYHtZ4AaABAg,2019-04-25 07:12:47,0,0,spam,7,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/-qxllyac9to buka gan ketawa challenge mendunia,1,6,0.14285714285714285,0.014492753623188406,0,0,4
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Prananda Putra,https://youtu.be/KqYVS_WhNkc,UgzMjSSFIJMpepi-Gqp4AaABAg,2019-04-11 09:33:10,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/kqyvs_whnkc,1,0,0.0,0.03571428571428571,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Rendirahsap channel,https://youtu.be/O3P2l-MQDyA,UgwmAa-QnwzB2IrR-7x4AaABAg,2019-04-20 08:35:55,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/o3p2l-mqdya,1,0,0.0,0.03571428571428571,0,0,6
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,Sahabat TV Indonesia,https://youtu.be/FHX17FitoN4,UgyxHXwUn4Xl3mhwR7h4AaABAg,2022-03-05 18:57:15,0,0,spam,1,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,https://youtu.be/fhx17fiton4,1,0,0.0,0.03571428571428571,0,0,5
AP0NACavjfk,SkinnyIndonesian24 | Prabowo VS Jokowi - Epic Rap Battles Of Presidency,SkinnyIndonesian24 ( Andovi da Lopez sebagai Jokowi dan Jovial da Lopez sebagai Prabowo) Hidup Indonesia! Siapa yang ...,deded pratama,"KERJA 1 hari bisa dapat Rp.100.000!!!!

Assalamualaikum wr. wb. , bagi kalian yang nggak ada kerjaan, kalian bisa dapat Rp.100.000 dalam 1 hari, dan aplikasi ini terbukti membayar, jika kalian berminat 

CARANYA SEBAGAI BERIKUT :
1.masuk ke link berikut->http://www.newscat.com/api/inviter?code=1LwmNmGc2m&channel=default

TUTORIAL LENGKAP ->https://ain150802.blogspot.com/2019/02/cara-dapatkan-uang-gratis-dan-cepat.html?m=1

Insyaallah jika kamu serius dan niat kamu juga akan ikut sukses,aamiin",UgzS3m7xX82EwL1i71Z4AaABAg,2019-04-10 14:24:57,0,0,spam,53,skinnyindonesian24 prabowo vs jokowi epic rap battles of presidency,kerja 1 hari rp100000 assalamualaikum wr wb kalian kerjaan kalian rp100000 1 hari aplikasi terbukti membayar kalian berminat caranya berikut 1masuk link berikuthttpwww.newscat.com/api/inviter?code=1lwmnmgc2m&channel=default tutorial lengkap https://ain150802.blogspot.com/2019/02/cara-dapatkan-uang-gratis-dan-cepat.html?m=1 insyaallah kamu serius niat kamu ikut suksesaamiin,2,52,0.27450980392156865,0.0017141184832141813,0,0,48
