Name,Comment,Time,Likes,Reply Count,Label
D N A,"02 apa prestasinya. 
TNI pecatan sama Oke oce yg tutup semua itu kh yg di banggakan? 
Capres lawak.. Wkwkk",2019-04-15T07:49:25Z,0,0,ham
Expose Cisoka,Capres 1 dan 2 kalo dari segi berfikir kera kira pinteran yang mana ya ??,2019-04-15T07:48:48Z,1,0,ham
Mas Dann,2:53:00 Langsung mulai,2019-04-15T07:43:19Z,0,0,ham
Bubble Gun,"Buat apa bahas mobile legend pak, negara ini lagi krisis",2019-04-15T07:41:26Z,1,1,ham
Theresia Saragih,Menurut loh ajh,2019-04-17T14:32:27Z,0,,ham
Bondan Sakha Saputra,"Dasar otak subsidi, mau'a apa2 murah,mau'a gratis,fasilitas enak.
G prnah mikir udah brpa lama saudara kita d papua sana g prnah ngrasain fasilitas yg lo rasain... 
Mikiiiirrr...!!!",2019-04-15T07:40:22Z,0,0,ham
Dinna Khoiruummah,Atas izin Allah Prabowo Sandi menang 17 April :),2019-04-15T07:40:14Z,22,1,ham
Tukang Bongkar,Aamiin ya Allah,2019-04-16T21:55:59Z,0,,ham
Uppy Mahendra,Ateam atta halilintar pasti milih no 01,2019-04-15T07:38:53Z,0,0,ham
Lazy Pants,Jokowi 01,2019-04-15T07:30:56Z,0,0,ham
Apriansyah AN0,"Saya Hobby Main PUBG Tapi Saya Akan Pulang Kampung Demi Negara Indonesia, Bukan demi ML atau PUBG.....
JANGAN MANFAATKAN NEGERI INI HANYA UNTUK SEGELINTIR ORANG YG TAK BERTANGGUNG JAWAB, JADILAH PEMIMPIN YANG AMANAH UNTUK NEGERI KITA SENDIRI......ALLAH HU AKBAR........",2019-04-15T07:29:30Z,1,0,ham
Isty WS,"SIAPAPUN YG AKAN TERPILIH ITU SUDAH MENJADI TAKDIR,  TAPI ALLAH AKAN MENCATAT DIMANAKAH KITA BERPIHAK..!  BELAJAR DARI CICAK DAN BURUNG PIPIT.  
Dahulu saat Nabi Ibrahim AS dibakar oleh Raja Namrud datanglah burung pipit yg bolak balik mengambil air itu diatas api yg membakar Nabi Ibrahim AS.  Cicak yg melihatnya tertawa.  ""Hai pipit..!!...  Bodohnya yg kau lakukan itu..  Paruhmu yg kecil hanya bisa menghasilkan beberapa tetes air saja,  mana mungkin bisa memadamkan api itu..??..!! Burung pipit pun menjawab : ""Wahai cicak..memang tak mungkinlah aku bisa memadamkan api yg besar itu, *tapi aku tak mau jika Allah melihatku diam saja saat sesuatu yg Allah cintai dizhalimi*. Allah tak akan melihat hasilnya apakah aku berhasil memadamkan api itu atau tidak.  Tapi Allah akan melihat dimana aku berpihak"". Cicak terus tertawa,  dan sambil menjulurkan lidahnya ia berusaha meniup api yg membakar Nabi Ibrahim AS.  Memang tiupan cicak tak ada artinya tak menambah besar api yg membakar nabi Ibrahim AS.  Tapi Allah melihat dimana dia berpihak.  Hikayat ini terjadi sekarang..  Dan akan terus berulang *Saat AlQuran dinistakan,  suara Azan dipermasalahkan,  bendera tauhid dibakar dan pembela agama dikriminalisasi* Aku bertanya padamu Sahabat dimana kamu berpihak..??  Memang,  pendapatmu tak akan mengubah sedikitpun takdir Allah...  **Tapi Allah akan mencatat dimana kau berpihak.. * Berada dibarisan mana dirimu..  Siapa yg kamu dukung,,  siapa yg kamu pilih untuk jadi pemimpin.. Renungkanlah sejenak saudaraku.",2019-04-15T07:23:52Z,0,0,ham
Neoguri Ramyeon,"Dimana mana yaaaa ........
FULL VIDEO = PRO PRABOWO
VIDEO DIPOTONG POTONG = PRO JOKOWI
Silahkan para pendukung pilih nonton video yg mana , yg penting damai ✌️",2019-04-15T07:22:42Z,3,0,ham
audioku,"Saya senang lihat orang yg kerja daripada banyak omong, biasa yg banyak teori itu kerjanya tak seperti yg kita harapkan, tapi yg pengerja itu biasa tak banyak teori.",2019-04-15T07:20:35Z,1,1,ham
Purple19,"Teori dan praktek sandiaga sdh terbukti gaesss, sandiaga itu pengusaha, enterpreneurship yg duitnya ga berseri",2019-04-16T18:40:16Z,0,,ham
Susilo Boy,Bacot sana bacot sini..nyatanya golput...sampah..,2019-04-15T07:20:08Z,0,0,ham
Jasuke,"Debat boleh, nonton video kita juga boleh 😁",2019-04-15T07:19:04Z,0,0,ham
Neoguri Ramyeon,"Bapak Presidenku , Bapak Prabowo Subianto dan Bapak Wakil Presidenku , Bapak Sandiaga Uno , harapan kami hukum pancung para pelaku tindak korupsi , tegakkan keadilan dan bongkar segera kasus HAM , jangan ada lagi money politics , segera ditindak para pelaku kriminal dan bullying , jadikan negara Indonesia sebagai negara nge-eksport hasil usahanya sendiri , juga cerdas kan generasi bangsa kita dengan tontonan TV yg lebih berkualitas dan beredukasi serta hapus semua media yg kontradiktif , jaminan dan mutu pelayanan kesehatan lebih ditingkatkan lagi , para pengangguran diberi pekerjaan yg sesuai dgn minat dan bakat mereka . Yg paling utama , lebih sering mengadakan sholat bersama , pengajian , dan shalawatan (seperti di Monas maupun GBK) diberbagai provinsi dimasing-masing kota-kota besar serentak untuk Indonesia jauh dari bencana alam dan musibah . Indonesia membutuhkan sosok Bapak berdua untuk kesejahteraan , adil dan makmur . Indonesia Menang . Allahuakbar ! 👆👆",2019-04-15T07:19:03Z,5,0,ham
satria prasatyo,Kangen pak tgb 😭😭😍😍😘😘,2019-04-15T07:17:51Z,0,0,ham
velyx maulana pratama,Salam 2 priode,2019-04-15T07:16:27Z,0,0,ham
rockman kospirasi,2,2019-04-15T07:14:14Z,0,0,ham
Fariz Azhar,Disini aku baca coment pada milih 02 kasian 01 🙈,2019-04-15T07:13:16Z,1,0,ham
𝙉𝙀𝘼𝙍𝙕₉₉⁹⁹,kebanyakan pada percaya ama angan2 bowo lol,2019-04-15T07:12:36Z,0,0,ham
RIKARDO SIMBOLON,0,2019-04-15T07:11:56Z,0,0,spam
RIKARDO SIMBOLON,INDONESIA,2019-04-15T07:11:43Z,0,0,ham
RIKARDO SIMBOLON,INDONESIA,2019-04-15T07:11:34Z,0,0,ham
Leni Marliana,"Ok oce trus yang diidilokan padahal tdk jalan bangkrut,Cerdaslah memilih yg satu prabowo memberikn janji2 sedangkn kubu jokowi Memberikn solusi, jokowi ttp jadi presiden RI Aamiin AllAh huma Aamiin ya AllAh",2019-04-15T07:09:12Z,1,1,ham
Anita Tresia Setiawan,Amin amin amin amin,2019-04-16T10:50:08Z,0,,ham
midi diana,Dahlan Islan Pilih Prabowo,2019-04-15T07:07:23Z,0,0,ham
Muhammad ilham,Jangan lupa mampir ke channel saya support trs sampai tembus 1k subscribe dulu🙏,2019-04-15T07:04:20Z,1,0,spam
Dani Wildani,"Mobil lejen jadi trending seusai debat ini, wkwkkw",2019-04-15T07:04:18Z,3,0,ham
Akhmad Alief Ferdiyanzah,Siapapun presidennya tetap nasib anda yang nanggung sendiri,2019-04-15T07:03:56Z,1,0,ham
the jack brother,setelah nonton debat dan dukungan uas mkin yakin no 2,2019-04-15T07:00:02Z,3,0,ham
Ardiansyah Aristama,"Dengerin aja kata penutup bro😊😊,tentukan pilihan bro jgn golput:)
Mantaff gk akan ambil gaji bila terpilih sebgai presiden 🤗",2019-04-15T06:58:46Z,1,2,ham
Ketut Pesek,"Kebaikan g perlu diumbar, pncitraan",2019-04-18T13:36:48Z,0,,ham
Ary Tonelico,Ya jelas aja. Prabowo dan sandi kekayaannya udah bnyak gila. Jd lbh fokus urus negara drpd ngejar harta lg.,2019-04-16T18:44:42Z,0,,ham
Inong Rabit,"Aura dr pak Sandi kuat sekali yaa , jd beberapa orang terdekat saya , memilih 02 bukan berarti menyukai pak Prabowo,kl soal pandai berpolitik , pandai berkerja , memimpin itu bagaimana pimpinan memilih mereka yg akan bantu, mengapa 01 terasa sekali berpihak kpd orang2 yg bukan muslim (agama dan ras tertentu) dan selalu memberikan janji2 yg tdk terwujud, kami inginnnn bgt pak Jokowi mendengar kami yg tertekan oleh kebijakan pak Jokowi (mentri2 nya) seperti kemenKue, dlsbnya. secara penampilan pak jokowi lebih adem tapi terasaaaa bagt selalu berpihak dgn orang2 yg bukan Muslim dan janji2 tdk terlaksana , dgn terpilihnya cawapres bpk kyai tdk menjamin kami masy. Muslim tertarik, kami tdk mengerti ..knp hrs pak Kyai kasihan beliau, knp bkn pak Mahfud MD??? kelihatan dan terasa bgt di dikte ...tapi gapapa semoga Rakyat memilih dgn jujur dan berpikiran luas tdk terpengaruh oleh siapapun... Bismillah INDONESIA menjadi lebih baik. AMin YRA",2019-04-15T06:58:45Z,5,0,ham
nayrotul fauziyah,Prabowo-sandi💪❤,2019-04-15T06:56:10Z,0,0,ham
forester 29,Maw maju gmn indonesia klo 1 pria aja kwin smpe 10,2019-04-15T06:55:10Z,0,0,ham
Mgs Djahwa Haridsyah,"Kuy pilih. Jokiwi, biar harga saldo GP, jadi murah ea, Top up game jadi dapet diskon 90% ea,",2019-04-15T06:53:22Z,0,0,ham
F81. Ayu,"Bagi para Pendukung Prabowo, coba kalian sebutkan hal positive dari jokowi? apa kalian bisa menyebutkan nya dan jika bisa. maka saya percaya bahwa kalian pintar!",2019-04-15T06:52:44Z,1,1,ham
bukan dilan apalagi milea,"Orgnya sederhana , merakyat di depan mata publik.",2019-04-16T23:17:38Z,1,,ham
Faisol Isol,"Bagus..game yg tidak bermutu tolong di hilangkan ..apa lagi yg membuat anak ikut"" an sperti tingkah lagi di game .saya marah dengan ank saya yg masih balita umur 5tahun ..ia masih polos .mo di pukul tapi takut keterlaluan saya nya mo saya ambil hpnya nangisnya gk henti"" .sampai sambat sakit kepala 😭gara"" main hp trus",2019-04-15T06:51:50Z,8,4,ham
trixie janice,Makanya kalau beliin hp ke anak anak jangan lupa di didik dulu,2019-04-18T07:26:28Z,1,,ham
세카르♡,itu tanggung jawab anda sebagai orangtua. mungkin dia melihat anda dluan yg main hp. coba dikurangi dan diajak main edukatif lain yg lebih seru,2019-04-18T05:37:29Z,1,,ham
N.G,"itu memang sudah seharusnya jadi tanggung jawab orang tua pak, kan yang ngasih hp ke anak sebelum waktunya kan pasti orang tuanya bukan pak presiden",2019-04-17T23:52:14Z,4,,ham
Fori Harahap,Terus mau salahkan presiden lagi?... Aneh,2019-04-17T11:15:53Z,5,,ham
RIKARDO SIMBOLON,INDONESIA NOMOR 1,2019-04-15T06:51:29Z,0,0,ham
Nabilah Qonitah,Bismillah. 02 menang🤗🤗,2019-04-15T06:49:37Z,9,1,ham
Farah Anindya Kirana,HIYA HIYA,2019-05-26T00:20:47Z,0,,ham
Its Rader,"Walaupun saya belum bisa nyoblos hehe,
Selamat nanti tanggal 17 April 2019.Tetap utamakan ASAS LUBER ya Kaka Kaka Ema Ema bapak bapak dsb, Langsung umum bebas rahasia, coblos lah sesuai hati nurani tanpa paksaan siapa pun, dan usahakan pilihan kita itu dirahasiakan ya hehe.
Pilihlah pemimpin yang bisa membuat negara Indonesia lebih maju lagii.
Terimakasih....",2019-04-15T06:47:11Z,2,0,ham
orang karoja,Menit 4:00 ekonomi lebih baik. Mulutmu itu lah yang baik,2019-04-15T06:44:22Z,0,0,ham
Addya Putri chanel,cnn itu berita mana sih.....kok sebelah yaakk,2019-04-15T06:43:34Z,0,0,ham
Its Rader,"Masih 15 tahun,belum bisa nyoblos, cuma bisa bacain komentar warga net aja wkwkwk",2019-04-15T06:42:27Z,46,2,ham
Its Rader,@Wanamshoes 666 syiaap Kaka terimakasih 🙌,2019-04-18T22:50:50Z,0,,ham
Wanamshoes 666,Semoga smart ya de jangan terpropaganda about everything,2019-04-18T19:30:21Z,1,,ham
muhajir channel,"Yang setuju jokowi 02 periode...
🇲🇨 Likee..klik 👉 subscribe ..😇",2019-04-15T06:42:08Z,0,0,spam
Usep bagdad,"Fokus donk ke ekonomi bukan ke main game mobile legend? Gimana ekonomi mau maju coba main game di bangga2in, negara  butuh pemimpin cerdas dan mikirin ekonom",2019-04-15T06:39:26Z,2,0,ham
Adhi Kurni,Liat detik2 trakhir video ini bikin saya tambah yakin pilih 02,2019-04-15T06:39:09Z,0,0,ham
Haryo sentanu Salim putro,Yang penting kita harus pilih nurhadi aldo,2019-04-15T06:36:05Z,0,0,ham
Usep bagdad,"Rakyat tidak butuh main game mobile legend, rakyat butuh sembako murah, bayar listrik murah, bayar air pam murah, bpjs tidak amuradul, insya alloh 02 menang adil dan makmur",2019-04-15T06:35:18Z,4,0,ham
pinapan alif,epic comeback boy 02,2019-04-15T06:34:38Z,1,0,ham
rengga joyo,SAYA BERHARAP 01 MENANG TELAK BIAR GAK ADA HOAX LAGI.,2019-04-15T06:34:38Z,0,0,ham
Thiago Jastin,"Sudah jelas prabowo sandi kalah telak masih aja di bela bela
Coblos #01 tidak hanya ngomong",2019-04-15T06:30:54Z,1,0,ham
33Vicky Zakiyyul,"Capres nya PRABOWO apa SANDIAGA?😏
Kok yang aktif SANDIAGA😂😂",2019-04-15T06:30:26Z,6,2,ham
Ketut Pesek,Capres g bsa diandalin,2019-04-18T13:33:58Z,0,,ham
Dipa Rizki Wijaya,"Sedikit bantu mah gpp
 daripada AFK wkwkwk",2019-04-15T09:42:07Z,2,,ham
Mega Diana Zamzam,Baru tau ustad yusuf mansur timses,2019-04-15T06:30:22Z,0,0,ham
satria bajahitam,"Kasian jokowi, pdhal petahana tp ampe habis2an utk mendulang suara, kalo mimpinnya bagus ga perlu ampe segala cara dilakukan. Berarti memang ada mslh dgn rezim ini",2019-04-15T06:27:56Z,16,2,ham
satria bajahitam,@Mas Bro bukannya bang jae yg udh bnyak bikin hoax plus ngibul plus curang.. Mengerahkan alat negara buat mendulang suara. Catet. Mendadak arab. Mendadak masuk kabah. Catet,2019-04-17T06:28:04Z,0,,ham
satria bajahitam,"@Mas Bro Petahana, catet... Petahana kerepotan",2019-04-17T03:47:51Z,0,,ham
Widowati Surabaya,Pasrah sama Allah siapapun pemimpinnya.. Allah sudah menentukan jalannya.. semoga indonesia selalu sejahtera...,2019-04-15T06:24:24Z,0,0,ham
Leni Marliana,"Beda sekli oromg yg sdh berpengalam dan blm pernh, mknya hnya pandai  menasehati ttpi tdk ada solusi moga pk jokowi ttp jadi presiden RI Aamiin AllAh huma Aamiin",2019-04-15T06:23:09Z,1,0,ham
Evendi Mustofa,"Semoga pak Prabowo dan Om Sandi Uno terpilih sebagai Pemimpin Indonesia periode selanjutnya.
Supaya generasi penerus bangsa tidak kebanyakan mainan ML atau game lain sejenis.
Dan semoga pak Joko bisa sukses menjadi petugas partai serta mbah Ma'ruf bisa kembali menjadi Ulama sejati.",2019-04-15T06:21:47Z,2,0,ham
abdul munir,Kami mendukung capres yang lahirnya diadzani 😘,2019-04-15T06:20:12Z,0,0,ham
Putra Tunggall,"TPS (tusuk prabowo sandi)
yakin..... الله أكبر",2019-04-15T06:16:16Z,3,0,ham
favehanh,"Mas Sandi bicaranya cepat, fokus dan sistematis sehingga bisa mengoptimalkan waktu yang diberikan, 2 menit terasa kaya dan informatif",2019-04-15T06:15:58Z,9,0,ham
Fachry Setiawan,"Cek video 'tagar news' sdh ditmukan sp yg mnfitnah ustad abdul somad, klo plakunya dr kubunya sndiri",2019-04-15T06:08:58Z,0,0,ham
Mas Alex,"02 mantap, insyaallah menang",2019-04-15T06:06:58Z,3,0,ham
OnetOnet Channel,"Pak Sandi cerdas bangeeettt...
Di akhir debat kirain Pak Kyai mau ikut meluk punggung Pak Prabowo....",2019-04-15T06:06:42Z,5,0,ham
Yeni Surya,Pas presidennya pas wakilnya,2019-04-15T06:04:59Z,1,0,ham
Ahmad Faisal,Hidup prabowo 02 ayo pak kembalikan lagi kepemimpinan era seokarno yg tegas dan basmi para begal dan koruptor kalau perlu Tampa kasih ampunn 😁😎😎🐯,2019-04-15T06:04:31Z,17,0,ham
Yeni Surya,02 yes 02 blasss,2019-04-15T06:04:30Z,0,0,ham
har pratama,👆🇮🇩🇮🇩,2019-04-15T06:00:54Z,0,0,ham
Sukma,Ah boong bapak satu pun gak ada yg nyangkut di dompet saya.,2019-04-15T06:00:17Z,0,0,ham
Gatot Rahmattullah,GANTI....PRESIDEN....DARI...JOKOWI....MENUJU....JOKOWIDODO...OI..17...APRIL...JGN....GOLPUT....AYO...RAME2...UNTUK..DUA...PERIODE...☝☝☝☝☝☝☝🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,2019-04-15T06:00:12Z,0,0,ham
Ari Widianto,Sangat tidak menarik debat ini .,2019-04-15T05:58:14Z,0,0,ham
Riski way,3:21:19,2019-04-15T05:57:39Z,0,0,ham
Axio Eclipse,2:55:57 Undang Undang Dasar 1145 ??,2019-04-15T05:56:45Z,1,0,ham
Tika Avrilla Angelica,"Cebong gak ada komentar nih? Tau bakal tenggelem, akhirnya cebong sembunyi ya .",2019-04-15T05:55:07Z,0,0,ham
Nisha Mariskaputri,Semoga kali ini poto wakil presiden di kelas Sandiaga :'v,2019-04-15T05:54:44Z,8,2,ham
Nisha Mariskaputri,@Nurul Alifah Putri iya benar anda :'v,2019-05-04T09:10:41Z,0,,ham
Nurul Alifah Putri,Ia biar makin semangat belajarnya ya:v soalnya gnteng wkkw,2019-04-17T06:30:17Z,1,,ham
Ilham Ramadhan,Emak gua kaga tau mobile legend coyy😂,2019-04-15T05:54:03Z,0,0,ham
Rany Audia,PRABOWO - SANDI✌️,2019-04-15T05:49:07Z,2,0,ham
Donis Nardus Music,"Partai Demokrat : Gimana mau pilih, Kawan aja sesama Koalisi aja tidak menghargai, gimana mau dengan Rakyatnya, Tetap Jokowi lagi 2 periode!",2019-04-15T05:48:45Z,1,0,ham
Muhammad Hafiz,"Alah itu masyarakat di bayar juga pasti sma Jokowi, Bagus apa nya kinerja nya malahan Gk ada yg Sesuai janji , Lapangan Pekerjaan disedikan Mana ampe sekarang orang susah cari kerja, mau beli Bahan Pokok sehari hari aja susah Gara gara Bahan Panggan Gk Stabil,Terus Ekonomi kita melemah (Rupiah) Jokowi saat ini boleh ngomong menjanjikan ini itu tpi lihati saja nanti nya gk bakalan ada yg sesuai dimulut, gue miris Liat BPJS kasian dokternya cuma digajih 3000 dri bpjs, Sekolah dokter pun gk murah  puluhan juta,tpi bekerja digajih degan 3000 rupiah gara2 bpjs , iya sangat membantu masyarakat, cuma Bagi dokter yg sekolah mahal2 gk sebanding, makanya kadang banyak rumah sakit yg males ngelayanin soal nya BpJs itu gk seberapa Hasil nya",2019-04-15T05:47:47Z,19,1,ham
Balqis Evsa,"Asshole You harga pln juga makin naik kerasa parah, pajak juga",2019-04-16T23:31:59Z,0,,ham
Azka Gaming,"As'salamualikum..   permisi teman"".  tolong bantu chennel ane. padamkan si merah..  insya allah mantul.",2019-04-15T05:45:49Z,0,0,spam
Odilia Ari,"Kalo saya lebih yakin pilih nomor 1. Karena apa yang telah diprogaram oleh bapak  jokowi sungguh nyata dalam kehidupan masyarakat Indonesia. Sungguh dirasakan oleh masyarakat Indonesia. Kerja nyata bapak memang sudah terbukti. Sedangkan progaram yg disusun oleh paslon no 2 bpk Prabowo dan Sandi hanya omong kosong. Terbukti bahwa tadi program oke zone atau apallah itu hanya sebatas ""omdo"" tidak berjalan sesuai dengan nyatanya. Begitu. Terimakasih.",2019-04-15T05:45:48Z,1,1,ham
M zahran,mnrut ibu mungkin enak.. tp buat syah sbgai bpa dr petani karet..penjualan karet snagaat anjol di saat k pemimpinan pak jokowi. d bwah kpemimpinan sby petani karet sprti bpa syah.. alhmdlah bisa sampai bangun rumah.. skrg buat mkan za susah....,2019-04-15T05:51:54Z,1,,ham
Wita Pratitasari,Inshaallah👆🏻,2019-04-15T05:42:37Z,1,0,ham
shiranai dake,Kl pakai logika paparan jokowi jls masuk akal.. uda prnh nyoba mimpin struktur organisasi aj susah nya mnt ampun gmn seindonesia raya ini pst banyak tantangan.. kl dengar visi misi prabowo jg ngarep bgt mau bganget hidup enak apa2 murah tp konkritnya cara unt mendapatkan itu gmn kog ya sy gak ada nemu penjelasannya.. itu yg bikin jg gak sreg sama prabowo.. jd intinya masi blm sreg ke salah satunya.. entahlah nnti tanggal 17 milih apa golput,2019-04-15T05:41:10Z,0,0,ham
Bagus Jonh,Gimana ini pak prabowo cuma cuma bisa menyalahakan orang orang yang berkerja keras dan pesimis terhadap mentri mentri dan meyalahakan presiden presiden yang dahulu,2019-04-15T05:39:21Z,2,0,ham
Jasman,Dari berita ini saya ngerti sekarang. Kenapa harga tiket dinaikan. Hahaha cebong² supaya bisa pakai tu jalan² jokowi,2019-04-15T05:33:49Z,7,0,ham
Ayu Maryam,Bpk jokowi bilng pnm bunga ny 7%.gimn tanggapan kiyai ma'rup.bunga kan haram pa.dosanya besar.itu kan riba.dri sisi agm visi misi jokowi gk mendukung.nol besar,2019-04-15T05:29:53Z,2,1,ham
M zahran,dlu emang kiyai skrg udah pindah alih bro hahahhaah.. dlu bilang haram ucapkan slmt natal buat kaum keristiani.. skrg  krna jabatan jadi halal mnrut embahh,2019-04-15T05:56:23Z,1,,ham
aditya febrianto,"Jokowi ngapain yak bikin banyak kartu, emang bikin banyak kartu gratis? yang kemaren E-KTP aja suram gitu, di EKTP aja data udah cukup lengkap banget, buang2 dana aja. yang ada dompet rakyat tebel kartu, bukan duit.",2019-04-15T05:29:06Z,0,0,ham
Denayu Putri,"Pajak mobil motor mau di hapus seumur hidup, mau bangun negara pakai apa? Bahan pangan di murahin, emg skrg pada mahal bgt sampai ga kebeli? Petani nelayan ga hidup dong? Mon maaf ni yg dukung 02 kok pada kufur nikmat ga ada syukurnya, ga liat pembangunan di seluruh indo, papua dan jawa skrg pembangunan di sama ratakan, mau coba2 sama yg cuma jual nama 1 2 orang? Rakyat indo bukan ibu mia doang pak sandi, berjuta2 orang yg harus bpk mintai testi",2019-04-15T05:28:46Z,6,2,ham
Denayu Putri,"Wahyu Catur R bukannya dia pesimis terus ya? Kan bilang rakyatnya miskin, bakal gampang diserang negara asing, lah ga liat negaranya skrg di segani di dunia? Sudah diperhitungkan di negara asing, mau hapus import? Bulan puasa ga ada kurma dong",2019-04-15T11:24:09Z,1,,ham
Wahyu Catur R,Optimis Prabowo sandi... Katanya suruh optimis,2019-04-15T11:18:30Z,1,,ham
Reza As-Sijistani,Si jae kan tukang mebel lejen. Wajar bahas mobile legend. Karena gk bisa mengeluarkan mobil Esemka.,2019-04-15T05:28:17Z,1,0,ham
Hendra Dwi Permana,Yg aneh. Pertanyaan panjang sekali 01 ga pernah catat. 02 selalu mencatat. Disitu aja janggal. Jawab lancar . Coba kalaunpertanyaan terbuka yg diajukan dari lawan terbata2 dan jawab ngaco muter2,2019-04-15T05:24:54Z,0,0,ham
hamba allah,Bensin kembali 5000 perliter tak coblos beras mbalek 6000 per kilo tak coblos...,2019-04-15T05:21:25Z,0,3,ham
hamba allah,Yo mlah seneng to bro nk opo2 modon2 we kok protes..,2019-04-17T10:23:52Z,0,,ham
Riska Hn,"Kon a sg nandur, sg buruh?? Sik ontong isok mngan:v
Ga keluwen wkwkwkwk",2019-04-17T09:27:21Z,0,,ham
Riska Hn,Berasmu a?? 😂😂,2019-04-17T09:26:01Z,0,,ham
Cahya Ramadhan Sani,Tiket Pesawat kok makin mahal dan nggak turun-turun.,2019-04-15T05:18:17Z,9,1,ham
Botaz Spike,nak murah naik tongkang wak,2019-05-09T09:15:23Z,0,,ham
ArtaniaSyaqila Ramadhani,Sedih bgt pas bilang gk sarapan .. Ingat anak2 dirumah,2019-04-15T05:17:51Z,11,0,ham
anak rantau,Jokowi.,2019-04-15T05:15:51Z,0,0,ham
Nuril Habibi,Prabowo Prabowo Prabowo,2019-04-15T05:15:12Z,0,0,ham
One Piece,"PILIHAN KU PRABOWO - SANDI
INSYA ALLAH MENANG PILPRES,,
BERANI BERSTATEMENT MEWAKAFKAN GAJI NYA UNTUK KAUM DUAFA JIKA MENJADI PRESIDEN DAN WAPRES SELAMA MENJABAT.",2019-04-15T05:13:02Z,6,0,ham
N Wuland,Sudah saya coblos kemarin pak di taiwan 👍👍01gasspolll,2019-04-15T05:12:03Z,1,0,ham
Muhammad Yani,"siapapun yang terpilih ntar.ingat teman teman kita semua bersaudara.dalam satu negara, satu nusa, satu bangsa,satu pancasila. siapapun yang terpilih kita tanggung bersama 5 tahun kedepan.ayo mari rapatkan persatuan dan kesatuan.jgn sampai perbedaan ini memecahkan kita.ingat BHINEKA TUNGGAL IKA. "" walau berbeda kita tetap satu"", jayalah INDONESIAKU, jayalah NEGERIKU.... , CNN Indonesia terima kasih telah menjadi bagian dari warna Negeriku ini",2019-04-15T05:11:46Z,0,0,ham
dani ramdhan,"Org sekelas presiden yg masyarakat nya berjuta2 nanyain pertanyaan tentang mobile legend???kok gw ngakak sendiri yah dnger pertanyaan itu hahaha,gak berbobot sama sekali d panggung debat yg d tnton berjuta2 masyarakat malah nanyain perkembangan mobile legend ini bukan brarti esport ga penting tapi urus dlu lah yg lebih penting yg berdampak buat masyarakat seperti lapangan pkerjaan jangan mikirin tentang mobile legend",2019-04-15T05:11:04Z,0,0,ham
Iqbal Maulana,"prabowo like
jokowi dislike",2019-04-15T05:07:04Z,4,0,ham
Rizky Dwi Mardiani,Jokowii 2 Periodee!!🙏😍,2019-04-15T05:06:46Z,3,0,ham
Samuel PanjaiTan,Kebanyakan orang menganggap sepele mobile legend. Kelihatan pemikiran sempit,2019-04-15T05:06:39Z,0,2,ham
Samuel PanjaiTan,"@Catur Hartono kok ga ngaruh mas, jadi kompetisi di sea games itu ga ngaruh sama negara?",2019-04-15T11:15:37Z,0,,ham
Catur Hartono,ga terlalu ngaruh buat negara mas. kalo mau ngaruh ya jadi developer game. wkwk,2019-04-15T10:01:33Z,0,,ham
tukang insinyur,"TPS ( TUSUK PRABOWO SANDI ) 02 ” 17 APRIL 2019 """,2019-04-15T05:05:32Z,4,0,ham
tukang insinyur,TPS ( TUSUK PRABOWO SANDI ) 02,2019-04-15T05:03:58Z,0,0,ham
Rizal Nuradhipermana,"Njir nih presiden masa dukung ML sih, ente mau rakyat ente lebih prioritasin ML daripada realita kehidupan? Hanya 1% doang dari banyaknya orang indonesia yg main ML yg jadi pemain profesional, lainnya hanya buang"" waktu, toxic, perusak moral dll. Sadar bong sadarrr",2019-04-15T05:02:22Z,6,2,ham
Aryadhany N,"Dan orang yang main ML juga belum tentu masuk Esport, jadi itu tergantung pada diri kita sendiri.",2019-04-15T11:25:13Z,0,,ham
Aryadhany N,"Ini Esport, ML itu hanya CONTOH",2019-04-15T11:24:44Z,0,,ham
WARKO Official,"Paslon no 2 kok kaya nyogok gitu ya
Emang semudah itu ngurus Indonesia,
(Apakah dengan uang masalah kelar)
Ini Indonesia bro bukan hanya jakarta,
JOKOWI jelas sudah berpengalaman dan tak mau janji yg muluk2 karena dia sadar ini Indonesia bukan hanya Jakarta 🙏",2019-04-15T05:02:10Z,2,1,ham
Purple19,Dungu detected,2019-04-16T18:46:23Z,0,,ham
dani ramdhan,Ngapain ngurusin mobile legend???urus tuh lapangan pekerjaan Pak jokowi yg jelas2 buat masyarakat!!!sangat kecewa saya lihat Pak jokowi di debat kelima ini,2019-04-15T04:59:13Z,2,0,ham
yati haryati,PRABOWO-SANDI  02    GO .... GO ...... GO ......,2019-04-15T04:59:01Z,2,0,ham
Lyla A,Top komen rata2 dpt like 150 an,2019-04-15T04:58:36Z,1,0,ham
