Name,Comment,Time,Likes,Reply Count,Label
Mirna Cahyasi,"Pak Jokowi Mantap 
Salam 2 priode 👍👍",2019-04-16T09:59:02Z,0,0,ham
Balikpapan Honda Club,banyak banget sponsornya.......bikin terganggu nontonnya. Sing penting I Love Jokowi,2019-04-16T07:55:01Z,5,0,ham
Frans Folla,hidup01,2019-04-16T06:13:04Z,1,0,ham
Anak Kariango,kok di potong vidio ny ya..yg angkat jari ny kok ga ada,2019-04-16T06:00:07Z,0,0,ham
cah ayu,Bismillah semoga besok prabowo sandi kepilih jdi presiden.Aamiin,2019-04-16T05:53:39Z,0,0,ham
Herman Tarihoran,"Para cebong2 luar biasa... 
Si kampret gk ngaku kampanye akbar terbesar spnjang sejarah lg?
Salam 2 periode pakde 👍👍",2019-04-16T05:44:11Z,0,0,ham
Ucandi Simanjuntak,"Merinding
#01",2019-04-16T05:38:43Z,0,0,ham
Amri A,43:30 sayang sudah diedit,2019-04-16T04:28:37Z,0,0,ham
Elly Channel,"Kampanye 01 lebih mencerminkan Indonesia yg terdiri dari beraneka ragam budaya, bahasa, Ras dan agama, jd lebih berasa persatuan dan kesatuanya semua nyampur jadi satu, satu Indonesia. Kampanye bener2 happy bgt, jd bikin cinta tanah air & suasana bener2 adem krn orasinya lebih positive utk Indonesia maju.",2019-04-16T04:25:37Z,6,0,ham
Asep solihin,"Yg paling penting kita dibutuhkan untuk bersatu dari sabang sampai maraoke demi mencapai Negeri dan Rakyatnya ini Subur Makmur lewat Pemimpin kita Pk Jokowi Pk Ma'ruf Amin Indonesia Maju No,01",2019-04-16T04:14:51Z,0,0,ham
Zhuui velvelt,Insyaallah dua periode pak presidenku tercinta Amin Y Allah🤲❤,2019-04-16T04:09:13Z,0,0,ham
burung merpati,👍👍👍👍👍,2019-04-16T03:51:49Z,0,0,ham
Albar Mauludi,Jokowi amin menang! Insyaallah!,2019-04-16T03:20:13Z,0,0,ham
27 27,Yg penting jangan sholat di GBK,2019-04-16T03:15:31Z,0,0,ham
VILENNIA JAYANTI,"Gue nonton sambil baca komen 😂 , semoga prak jokowi selamanya jadi presiden jangan perlu ada pemilihan lagi biar jadi negara maju kita dan menggalahkan beberapa negara lainya 😚😘😗👍",2019-04-16T03:12:38Z,1,0,ham
ron epi,Massa byarn,2019-04-16T02:51:22Z,0,0,ham
Reza Pratama,"HARAM HUKUM NYA
 MEMILIH PASLON YG DI DUKUNG PARTAI KOMUNIS
InI BUKAN HOAX SILAHKAN KLIK INI FAKTA SUMBER NYA ADA TERJAMIN KEBENARAN NYA


Silahkan klik !!!

https://youtu.be/nZRo7cgf57U

https://youtu.be/GEYY4eCALn4

https://youtu.be/XFhDbSQCqNk

https://youtu.be/BzAgOamDCew


NKRI DAN PANCASILA  HARGA MATI !!",2019-04-16T02:33:44Z,2,1,ham
Bala Bala,Bodo amat,2019-04-16T13:08:31Z,0,,ham
Titik Irawati,"Bagusnya luar biasa suasana yg merancang tempat GBK kampanye bapak jokowi. Salam 01 2periode semoga kemenangan mutlak diraih jokowi makruf amiinn yarabbal alamin. *Pasangan 01 orang2nya memiliki integritas yg tinggi*  Bagaimana dgn 02 apa yg telah dirancang dan bangun untuk 5 thn tdk lain isinya yg dibangun untuk rakyatnya hanyalah pepsimis  karena memiliki segudang permasalahan bukannya memperbaiki diri tapi malah memperkeruh permasalahan. Sadarlah, segeralah tobat 02 selagi msh sehat.",2019-04-15T23:05:00Z,0,0,ham
Cold Man,"Isu SARA dh gak laku.
Konsumen isu SARA cm gerombolan yg pola pikirnya gk bs maju.. yg cuma bisa mimpi ke sorga.
Berbuat baiklah di dunia supaya bs masuk sorga.
Jokowi...masih yg terbaik utk Indonesia Raya.",2019-04-15T22:41:44Z,0,0,ham
Anni Sumarni Sumarni,Maa syaa allah. Mudah” an di ridoi allah. Aamiin 🙏,2019-04-15T21:09:48Z,3,0,ham
Susanti Olsen,Luarrr biasa...rakyat Indonesia dah pintar dan bs melihat hasil nyata atas hasil kerja nyata Jokowi (Y) salam 1 jari dari Norway utk Indonesia memilih Jokowi-Ma'ruf <3,2019-04-15T21:03:30Z,1,0,ham
Vlix 0807,iklan mie sedap ganggu aja nehhhhh,2019-04-15T20:10:03Z,1,0,spam
Dokter Muda,"Mulai harimu dgn rasa tak terkalahkan, 😂. Iklan mulu",2019-04-15T20:00:08Z,1,0,spam
tekad acung riyadi,Jangan kebanyakan iklan dong..,2019-04-15T17:46:55Z,1,0,spam
Dapur Bunda sastra,"Masyaalloh ,salam damai 😘😘😘",2019-04-15T17:31:02Z,3,0,ham
Ricky Willy Harry Manalu,Hari rabu aroma manis menang👍☝,2019-04-15T16:51:34Z,1,0,ham
henry zou8,"Hormat saya untuk pemimpin negeri, pak Jokowi, bapak perangkul semua kalangan, perangkul ke bhinneka an, bapak pemersatu bangsa , bapak pekerja keras untuk kemajuan bangsa nya, bapak infrastruktur, pemimpin yang tidak berjarak dengan rakyat nya, hormat saya untuk pak Jokowi",2019-04-15T16:36:20Z,1,0,ham
Hadyah Diana,Allah lah yang membalik balikkan hati manusia,2019-04-15T16:29:20Z,2,0,ham
Hadyah Diana,Allaahu Akbar semoga 02 dua dilindungi dengan,2019-04-15T16:27:02Z,1,0,ham
ami Amelia princes,"hong Kong hadirrr, pasti pak jokowi 2 periode ?semangat",2019-04-15T16:11:02Z,1,0,ham
suf sufi,Kampanye bayaran,2019-04-15T14:58:32Z,0,0,ham
Deny Rahayu,https://youtu.be/9m5NDk19DXg sejak kpn kalian putih??,2019-04-15T14:43:00Z,0,0,ham
eti rohaeti,Alhamdulillah begitu antusiasnya orang2 yg mendukung jokowi melebihi kapasitas GBK. DAN jg bersih/ga ada bendera HTI/bendera2 lainnya terkecuali bendera2 kecil yg turut mewakili.,2019-04-15T14:14:36Z,1,0,ham
Demi Sista,"Salam Gigit Jari, Gue Kapok Pilih Jokowi!!!",2019-04-15T13:55:29Z,0,3,ham
Ima Pesek,@Demi Sista siap pak pleciden🤣🤣🤣🤣,2019-04-20T13:30:39Z,0,,ham
Demi Sista,Waw... kritis boleh nyinyir jangan.. #AntiSumbuPendek,2019-04-17T05:35:31Z,0,,ham
Ima Pesek,Otak kampret malas lerja maunya nyolong  hidup susah presiden di salahin kasihan kau kk,2019-04-17T05:15:08Z,0,,ham
Elmart 17 channel,setelah acara seperti biasa sampah berserakan,2019-04-15T12:52:11Z,0,1,ham
Albar Mauludi,Maaf mas stelah acara ini gbk kmbali bersih krn sudh dihimbau untuk mmbawa kresek masing* untuk sampah👏,2019-04-16T03:29:55Z,0,,ham
Axel Cla,Mantap,2019-04-15T12:52:01Z,0,0,ham
Elmart 17 channel,orang ke situ mau liat artis bukan jokowi,2019-04-15T12:49:45Z,0,0,ham
Bapane Gibran,SEMOGA MBAH JOKOWI DUA PERIODE AAMIIN !!,2019-04-15T12:42:51Z,0,0,ham
Sergio Salendah,Bagi saya pak jokowi udah menang tinggal di lantik aja😎🙃,2019-04-15T12:41:24Z,2,0,ham
Bunbun Bunbun Lismiati,Mantul 01 gastol,2019-04-15T12:17:48Z,0,0,ham
siti siti,"Ya allah apa cuma q ya setiap lihat kampanye nya bpk jokowi pasti q slalu merinding  sampai menetes kan air mata , ya allah semoga bpk jokowi di beri Kesehatan panjang umur , semoga dgn izin dan ridho nya allah bpk jokowi lagi yg di kasih kepercayaan dari allah untuk memimpin rakyat nya intun ke dua priode nya  amin yarobalalamin",2019-04-15T11:51:44Z,2,0,ham
Itje Rekers,Kereeeen❤️🇮🇩🤲☝️,2019-04-15T11:46:28Z,0,0,ham
Jas Merah,Mantap jendral,2019-04-15T09:54:18Z,0,0,ham
superindo teknika,kerennnnnn... Jokowi gas poll.........,2019-04-15T08:09:44Z,0,0,ham
Gugum Gumilar,HIDUPP MIE SEDAAAAAPHIDUP,2019-04-15T07:07:08Z,0,0,spam
wahyu dtopeng,mantap konser Bhinneka .. jokowi 01 untuk 02 periode .. yess,2019-04-15T06:58:10Z,0,0,ham
chosmas efendi,Mantabs 1 KK pasti 01,2019-04-15T06:19:56Z,0,0,ham
Agie Manda,putih bersatuuuu,2019-04-15T06:10:44Z,0,0,ham
Hari NSakti,"pengen ikut merasakan serunya pak Jokowi di GBK, tapi iklannya sadis",2019-04-15T05:25:56Z,0,0,ham
Rose arch,merinding dan haru atas semangat kawan semua demi Pak Jokowi  demi Indonesia maju...Semangat💪💪💪,2019-04-15T05:03:05Z,0,0,ham
Yacob arlan,Tuhan Memberkati Selalu Sekeluarga Pak.,2019-04-15T03:53:51Z,0,0,ham
Seles Collo,love u pbk jokowi..From Timor leste,2019-04-15T03:46:38Z,0,0,ham
Benny Hurry,awas ada yg kejang kejang,2019-04-15T02:50:38Z,0,0,ham
Yusuf Alfresco,Mantul euyy... 👍💞😘😘,2019-04-15T02:32:16Z,0,0,ham
DESTY VLOGER,"Saya saksi putih di GBK luar biasa,,,,,",2019-04-15T02:24:14Z,0,0,ham
chall chull,"diawali dengan ESEMKA ....
diakhiri dengan MOBILE LEGEND....",2019-04-15T02:04:23Z,0,0,ham
Liang Entertainment,"Padamu Negri, Bapak.. Harus sehat Bapak.. Harus menang Bapak... Negri ini butuh Bapak.. Mengabdilah kepada rakyat dan bangsa.. Untuk warisan bagi anak cucu kami kelak, agar mereka tahu bagaimana sulitnya perjuangan bangsa ini.",2019-04-15T02:03:15Z,0,0,ham
Liang Entertainment,"Jangan lupa, selesai coblos.. Celup tinta 1x saja 1 jari",2019-04-15T01:44:05Z,0,0,ham
Liang Entertainment,Mie Sedap,2019-04-15T01:43:05Z,0,0,spam
Sehan Nizam,banyak PELAWAK ya di kampanye Jokowi! ngomong-ngomong kampanye Jokowi masuk REKOR DINAS KEBERSIHAN & PERTAMANAN JAKARTA loh.. bukan Massanya tapi SAMPAHNYA??!. Cebong pada ga pada punya akal sehat ya sama petugas kebersihannya,2019-04-15T00:27:26Z,1,0,ham
Waris Putra,Wahhh penuhh bngettt...mntul dehh...dua priode pa de jokowi aminnn...????,2019-04-14T23:33:54Z,0,0,ham
ADITYA NIZA,Karawang hadir 😍😍😍,2019-04-14T22:40:12Z,0,3,ham
risky aja,@ADITYA NIZA  boleh minta id Instagram nya engga?,2019-04-20T08:59:14Z,0,,spam
ADITYA NIZA,risky aristiyan hy kk,2019-04-20T08:35:43Z,0,,spam
risky aja,Hai Nizaaa,2019-04-20T08:30:46Z,0,,spam
Rini Cllu Tersenyum Ikhlas,"Ini baru kampanye yg adem,damai dan bahagia.Gak sprti kubu sebelah kampanye ngamuk2 dan banting2 podium sprti mau ngajak perang sesama satu bangsa indonesia.Dasar setresss kubu sebelah,pokok nya hrs pak jokowi lanjut 2 periode.Amin...",2019-04-14T22:03:07Z,22,0,ham
Ratna Ni Gusti,Ini benar2 kampanye putih bersih.. sebersih hati Jokowi Ma’ruf...semoga berhasil pak Jokowi.. Doa kami selalu menyertai perjuanganmu Amiinn...🙏🙏🇮🇩❤️,2019-04-14T21:49:53Z,1,0,ham
Marjanah Anisa,"ini baru damai, dan benar satu indonesia.  tidak adq aura aura yg gimana gitu. apalagi aura intimidasi.",2019-04-14T20:11:40Z,0,0,ham
lolololol,MI SEDAP INI BUATAN KAMPRET ? IKLANNYA BANYAK BANGET GANGGU NJIR,2019-04-14T19:53:23Z,1,0,spam
fanuel derly,Jadi ingat yg bawa bawa omongan pake drone donk. Udh liat belum kira kira? Sesumbar sih kyk jendral kardus pilihannya,2019-04-14T19:31:06Z,0,0,ham
Janti Halimah,yalloh begitu indah nya kita bersatu   semoga pak  jokowi   dan  ma ruf amin menang amin ...,2019-04-14T19:17:21Z,3,0,ham
Komang Agus,"Kampanye akbar jokowi/makruf amin.  Sangat luar biasa. Tidak ada banser yg terlihat. Para banser sangat mengerti menempatkan posisi.
Karna sudah ada polisi dan tentara.
Yg bisa mengamankan jalannya pemilu.
N.u ttp is the best. Presiden jokowi ttp tegar dan oftimis.. aku mendukung mu 01.

Klo 02 nyungsep aja. Dalam kampanye 02.. selalu ada tentara palsu...
Faktanya .. ! Ya itu...hehehe...
Muak lihat klo 02 kampanye.
Tidak ada mendidik rakyat...
Yg ada cuma hoax aja....
Mau muntah dengar🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",2019-04-14T18:35:52Z,1,0,ham
Andre Pujianto,GasspoooOlllLLLLLL,2019-04-14T18:16:43Z,0,0,ham
KENANGA O1,Mbah kyai Abuya Muhtadi hadir Alhamdulillah Banten Jokowi Amin,2019-04-14T18:15:30Z,9,0,ham
muhammad yamin,hasil nya kita tunggu stelah 17 april broo,2019-04-14T17:43:18Z,0,0,ham
John Blora,"BRAVO TKN..
01 MANTAPP♥♥♥",2019-04-14T17:14:35Z,2,0,ham
Mr Mingei,Bali hadir dengan doa penuh untuk memenangkan 01. Jokowi Maruf Amin,2019-04-14T17:03:33Z,0,0,ham
Irwan Ardiantsyah,"Ya Allah, engkau yg membolak balikkan hati, berilah kami pemimpin yang membela kami bukan membela orang asing, berikanlah kami pemimpin yang jujur bukan pemimpin yg suka ngibuli rakyatnya, berikanlah kami pemimpin yang punya berwibawa bukan pemimpin boneka atau petugas partai yang diperintah oleh orang lain...sadarlah saudaraku sesama muslim, Ustad Abdul Somad dan Para Ulama telah menyatakan pilihannya kepada Prabowo-Sandi..semoga kita tetap bersatu",2019-04-14T16:43:18Z,0,0,ham
PA CIN KO,kalau yg tidak dukung jokowi masuk sini pasti kepanasan kebakar 😂🤣,2019-04-14T16:34:39Z,2,0,ham
King Cell,Kok gw g kliatan ya,2019-04-14T16:14:36Z,1,0,ham
PA CIN KO,"“KALAU INI PUTIH YANG SUCI”👍👍👍👍👍👍👍👍👍
Kalau yg sebelah Putih  Keputihan 😂🤣",2019-04-14T16:10:24Z,20,1,ham
Anna Chanx,ngakakkk🤣🤣🤣,2021-03-16T17:24:21Z,1,,ham
k kesya,"Hampir artis,seniman senior ternama mendukung jokowi amin
Smoga jokowi maruf amin 
Menang....Amin ya Alloh",2019-04-14T15:44:30Z,30,0,ham
Deni Augustyn,"Ga usah ad iklan bisa ga.
Mengganggu bangat.",2019-04-14T15:08:40Z,0,0,ham
vloq putra rantau davisa,"Walau pun q lg jdi tki d malaysia.  Tapi bisa merasakan pesta domokrasi indonesia.   
Ini baru kampanye..  01.. Pasti menang..  D malaysia jokowi unggul.  Hidup 01. Merdeka",2019-04-14T15:05:07Z,17,0,ham
Amang Rosadi,Saya dari bogor berangkat sendiri naik motor ke gbk.karena pk jokowi pantas saya dukung.dan istri saya kasih ongkos saya tidak d bayar tpi saya iklas,2019-04-14T15:02:23Z,17,1,ham
Tofik Projek,"Saya juga gk dibayar mas,saya dari bekasi",2019-05-29T15:13:00Z,2,,ham
Cak Nang Entertainment,"gilaa kalau bukan karena pak jokowi tidak mungkin saya nonton video dengan (terlalu) banyak adsense ini
tapi gak pa pa semoga 2 periode ya pak wi
tidak ada alasan lagi untuk memilih pak wo
pilihan hanya SATU, YA NOMOR SATU demi keSATUan INDONESIA
#01LAGI",2019-04-14T15:00:18Z,20,0,ham
tamtha 017,Pasti para kampret lgi baca komen kita😁😁,2019-04-14T14:56:03Z,5,0,ham
Giya Yarti,Ingat pilih pemimpin yg amanah jgn sampai ikutin nafsu amarah contohya sebelah banyak janji kagak terwujud cukup 3contoh tapi akhirya semua merata sampai sabang-merauke...bukti nyata bukan janji janji doank...,2019-04-14T14:46:15Z,0,0,ham
Elza tulungagung,"Wihhh,,mantafff,,mantulll
Ttp jokowi ae,,,gaezz",2019-04-14T14:44:18Z,0,0,ham
Dede Madridista,Apa harus makan dulu mie sedapya biar gk iklan trus..😀😀😀👍👍👍,2019-04-14T14:43:41Z,9,0,ham
Giya Yarti,Inilah asli wajah indonesia beragam jadi jangan sampai dipimpin ama pemimpin pesimis yg sukanya teriak keras n gk bisa memimpin ri,2019-04-14T14:39:13Z,2,0,ham
DoniAli Browin,"Pengganggu Pemilu adalah bagian dari Gerakan TEROR yang Harus dan Pantas di Tindak Tegas!!! Waspadai bangkitnya Gerakan AMIEN RAIS !!!!

Gerakan Amien Rais adalah Gerakan Teroris Politik, Pidana Mati ditempat!!!!!!!!!",2019-04-14T14:36:15Z,0,0,ham
Arief Santoso,Gw nonton ini pake kuota sendiri lho. Ngapa iklan mie aja terus. Jadi ini nonton Mie Sompret iklan Jokowi apa gimana?,2019-04-14T14:29:24Z,3,3,ham
risky aja,Bisa ae pinggiran koreng,2019-04-20T08:26:20Z,1,,spam
Arief Santoso,@edwins yans 😂,2019-04-17T12:09:51Z,0,,spam
edwins yans,"wkkkkw

cucok,.nyampah aja iklan nya bro",2019-04-16T19:15:54Z,0,,spam
Tommy,Amin Rais pasti stroke lihat peole power 01 maha dhasyat,2019-04-14T14:06:13Z,1,0,ham
Haycall Widiarma,I love JOKOWIDODO,2019-04-14T13:47:45Z,1,0,ham
Benny Benny,"Yang merasang merinding dengan kampanye ini mana like nya,",2019-04-14T13:35:16Z,6,0,ham
ketawa ketiwi,Tolong kl ada pilpres lagi prabowo jangan dikasih tau..kasian nanti kalah lagi,2019-04-14T13:22:48Z,0,1,ham
Safraji Aji,02 Lefel di bwah bpak jokowi,2020-10-05T17:16:36Z,0,,ham
Anto Lampung,"Luar biasa,,,,👍👍👍",2019-04-14T13:22:46Z,1,0,ham
3'feb Chips,Yang lebih penting kampanye pak Jokowi ga ada anak2.klo yg sebelah kampanye bawa anak2.,2019-04-14T13:15:31Z,9,0,ham
yogi Saputra,Optimis 01,2019-04-14T13:13:38Z,0,0,ham
Zay Nal,"Kampanye ini tdak bisa tandingI kampanye 02  !! Untuk bang ari kriting jangan bawa2 timur katong orangtimur mayoritas prabowo klo jdi komika itu kebanyakn bohongnya.....
..01 akantumbang",2019-04-14T12:50:57Z,0,1,ham
Siswoyo Dwi Sanjaya,Zay Nal PRETTTT!!!,2019-04-14T15:29:08Z,0,,ham
SS MUSOLAM,saya diluar negeri dah undi  pilih jokowi,2019-04-14T12:49:47Z,1,0,ham
Nining Bachmid,Kreeen gbk putih bersatu🖒,2019-04-14T12:16:40Z,2,0,ham
Berita Terkini,"Luar biasa kompak slalu relawanya..,Pilpres damai",2019-04-14T12:14:32Z,2,0,ham
Arlan Maulana,Semoga pk jokowi jdi persiden kita lagi. Hidup pk jokowi,2019-04-14T12:01:33Z,0,0,ham
Fadilah Dwi Permana,Apa cuma gue doang disini yg kesel sama mie sedap?,2019-04-14T12:00:39Z,2,0,spam
Papah Culo,Penuh suka cita salam optimisme maju truss bersama rakyat bersatu..NKRI harga mati walaupun kami du desa tak dapat sumbang kan tenaga dan partisipasi untuk O1 ttp dukungan dari rakyat untuk maju truss indonesia bersatu..,2019-04-14T11:57:56Z,0,0,ham
Nining Bachmid,Berderai air mata ada sholawat dari ustad yusuf mansur.kreeen pak jokowi.kampanye yg adem damai.sejuk.hanya ada benderah merah putih di sana.kreeen🖒😍,2019-04-14T11:54:34Z,1,0,ham
Rakyat Mana.,"Ikut juga kmrin, salut luar biasa, lautan manusia tnpa anarkis dan panda suku dan agama menyatu jadi satu yaitu #bersama_jokowi",2019-04-14T11:44:37Z,5,0,ham
Ivan Novoselic,cebong smua di GBK,2019-04-14T11:27:56Z,0,1,ham
Hp Baru,Pretttt,2019-04-14T11:41:39Z,0,,ham
Cahayo Gumay,Ini yg namanya pesta Demokratie 👍👍👍👍👍,2019-04-14T11:17:59Z,12,0,ham
Prandafa Chanel,"Smoga pak jokowi jd presiden.... 
Amin....",2019-04-14T11:11:26Z,2,1,ham
Prandafa Chanel,Yang stuju like,2019-04-14T11:12:09Z,2,,spam
indah dahliya,Saya dari dulu tetep Mendukung JOKOWI-J.kalla....Sekarang Tahun 2019 saya tetep mendukung JOKOWI-Ma'ruf.. I Love you So much 01.,2019-04-14T11:02:41Z,115,3,ham
Nicodemus Djawa,Pagi sahabat kalau mau lihat dan ku pantau debat tiap malam president Karni Elias komentator Pak Jokowi selalu dihina di jeleki dan kata kata  kurang baik didengar pada hal  BPK ini seorang Haji yg harus dihormat dan hargai bukan sebaliknya maka hati nurani harus tegur dgn doa sebab bagi Tuhan dgn doa semuanya tiada yg mustahil 2014 menuaikan kemenangan sekali di tero sana sini karna malaikat kasih disampingku dan pak Jokowi,2021-11-14T04:32:31Z,0,,ham
Conny Mulyasari,Sy jugaaaa,2021-03-18T05:27:40Z,0,,ham
Simon Laros,"Akhirnya 01 menang telak,,,",2019-11-11T18:10:03Z,1,,ham
Manaf Hasibuan,eh boleh nanya ndak neh ? itu gambar jempolnya...gambar jempol yang di  400 Ribu Amplop milik bowo sidik yang di OTT KPK itu ya ? bertanya  itukan lebih baik dari pada buruk sangka,2019-04-14T10:20:10Z,0,0,ham
Roy Bria,Top,2019-04-14T10:18:29Z,0,0,ham
DHINA HESTI,"Merinding oey... Semangat nggih pak,seger waras lan semangat kagem rakyat indonesia .☝️",2019-04-14T10:13:17Z,11,0,ham
Ella Tresna,Woowww,2019-04-14T10:12:50Z,1,0,ham
廖麗琳,"Bapak jokowi seperti malaikat yg diutus Tuhan utk bangsa indonesia,saya bangga sekali pak menjadi bangsa Indonesia skrg,semangat terus semoga Bapak dilindungi oleh Tuhan yg maha esa",2019-04-14T10:11:27Z,0,0,ham
Sabun Gove Indonesia,Jokowi Amin Yes Yes Yes,2019-04-14T10:10:30Z,0,0,ham
muhammad yusuf,Jokowi No1,2019-04-14T10:06:36Z,0,0,ham
Abu Buaya,Apa bener prabowo berguru sama arya wiguna?.,2019-04-14T10:06:20Z,0,0,ham
Lenovo Smg,No Jokowi yes Prabowo,2019-04-14T10:03:47Z,0,1,ham
Safraji Aji,02 nyungsep ke laut sampai kiamat gc akan menang  01 ...02lepel di bawah bpak jokowi,2020-10-05T17:28:00Z,0,,ham
Lenovo Smg,Yang benar yang bangun jalan itu bpk presiden Suharto tahu,2019-04-14T10:02:23Z,1,4,ham
atan puyuh,Suharto dari hongkong???,2019-04-15T15:02:00Z,0,,ham
aziz mrv,Bapak kau kali,2019-04-14T15:10:04Z,0,,spam
Cahya Pramestika,"Komentarnya gk bermutu dehh,,yg nyinyir minggiiiir ajaaahh..",2019-04-14T11:47:30Z,0,,ham
Ida Blado,"ga usah ribut,,,minggir sana",2019-04-14T11:26:48Z,0,,ham
Lenovo Smg,Assalamualaikum wrwb apa pun yang terjadi saya tetap Prabowo Subianto dan bpk Sandiaga Uno Allah yang memenangkan oke amin,2019-04-14T10:00:35Z,1,0,ham
madebyKhai - Fairel Atharizz,Kerreeennnnn!!!! FUULL 👍👍👍👍,2019-04-14T09:56:56Z,1,0,ham
Veronica 87,#01,2019-04-14T09:29:38Z,2,0,ham
Achmad Bagus Fakhrizal,Mentang mentang cebong banyak kuota iklannya dibanyakin🤣,2019-04-14T09:09:52Z,2,0,ham
sadel edel,01.dan.pendukung2 nya sgt kuar biasa,2019-04-14T09:07:28Z,2,0,ham
Kadek Adnyani,Bali for jokowi ❤️🙏,2019-04-14T09:00:45Z,1,0,ham
endras pratama,Adil makmur....coblos 02✌✌👆👆,2019-04-14T08:59:44Z,0,0,ham
Heri setiawan,"Prabowo capres jomblo akut gak punya bini, Galau Makanya marah marah mulu sebagai pelampiasan. Mimpin keluarga saja gak bisa ko mau mimpin negara. Udah gitu mengharap menang. Mimpi",2019-04-14T08:45:35Z,0,0,ham
ARYO PAMUNGKAS,"Konser paling memalukan tak punya adab sopan santun.

Kecurangan Malaysia.

https://youtu.be/EK9XHxfhE7I",2019-04-14T08:35:38Z,0,0,ham
Asyya Komala,Saya sangat yakin pasangan No 1 menang wallo q cuma bisa mendoakan ... gaspol Pa jokowi👍👍👍👍👍👍👍👍👎👎👍👍👍👍👍👍👍👍👍❤❤❤,2019-04-14T08:25:03Z,10,0,ham
RD CHANELL,"Tenang Pak Prabowo, kami akan tetap mendukung mu jadi Calon presiden , Tp u/ Tahun 2024, Tahun ini Jokowi _Amin dulu ya. 
👍👍👍",2019-04-14T08:21:43Z,27,3,ham
Safraji Aji,Gc lefel 02 Lefel di bawah bapak Jokowi mkanya aku 2 kli pilih 01 wdah terbukti bpak jokowi.lanjut preseden selamanya,2020-10-05T17:07:40Z,1,,ham
T Rt,Tenang Pak Jokowi saya mendukungmu selalu..biar banyak yg nyinyirin.sante wae.anggep angin lewat,2019-04-27T07:11:22Z,3,,ham
eris Ena,"lagian pilpres ngak ada prabowo ngak seru , ngak ada prabowo ngak kampret soal nya",2019-04-18T09:29:08Z,4,,ham
Umi Marlina,Janji ya sdra2kuuh klo pk de 0wi kita menang nnti apapun nnti kedpnnya nmnya hidup perlu proses jdi jgn pd nakal sm pke de owi dn kyai y...kshn pk de sdh nyata slma ini berjuuang tuk Nkri tpi ingat ini hidup berlu DUIT Doa usaha ikhtiar Tawakal jdi gk instan dn bnyk rintangng2...kita jln dijln sj bnyk rintangn aplgu ngurus manusa 260jt jiwa..jdi janji2 y sdra2 kita hrs ijab gk boleh nakal nnti itu tanda2nya kita manusa bersykr bukan kufur yg hujat menghujat terys dn marah2,2019-04-14T08:04:39Z,0,0,ham
Susanto Sim,Koq 100ribu masa  keliatan malah lebih padat dan rame di banding yg katanya 2juta masa... anehhhhh!!😁😁😁😁,2019-04-14T07:55:43Z,16,4,ham
Zi _dnd,qolbu channel anda sendiri sudah sholat belum?,2019-04-21T12:41:25Z,1,,spam
Siswoyo Dwi Sanjaya,"qolbu channel ahh.. sok islam sendiri lu selalu mau tahu orang lain,mending lu urus kehidupan agamis lu sendiri codot!!!",2019-04-17T00:56:10Z,1,,spam
Suro Widodo,Eh mau tanya dong itu yg dateng pada sholat dhuhur ma asar nggak,2019-04-16T17:52:46Z,0,,spam
Siswoyo Dwi Sanjaya,Susanto Sim karena 02 yg dateng kebanyakan genderuwo...,2019-04-14T15:20:05Z,3,,ham
Chantiqa Dewi,Ya Allah🙏semoga Pak jokowi menang,2019-04-14T07:54:39Z,1,0,ham
YT Tole,"Merinding lihat nya. 
Luar biasaaaaaaa 
👍👍👍👍👍👍👍👍
01mantuuuuuuullll
02lewaaaaaaaattttt",2019-04-14T07:43:53Z,0,0,ham
Cinta Kirana Di tunggu selanjutnya,"Saya bener"" belum bisa move on dari kampanye ini",2019-04-14T07:39:38Z,27,1,ham
Pria Idaman,Sama saya jg hadir k marin d GBK dan merinding,2019-04-22T04:34:55Z,1,,ham
YT Tole,"Ooooiiiiiii iklan mie sedap mulu. Tau aja kalo video nya dilihat banyak orang.
#01emangjuara",2019-04-14T07:35:50Z,6,0,ham
rio saputro,"Segagah gagahnya paspampres dan sebrani braninya paspampres PAK,E saya yakin ketika melihat lautan manusia lautan relawannya PAK,E mentalnya pasti sedikit gemeteran juga dan saya yakin juga ada rasa ketar katir 

PAK,E THEBEST JOKOWI SAK LAWAS,E
DARI PRABOWO DUDA SAMPEK NANTI KALAU PUNYA ISTRI LAGI
POKOK,E TETEP MELU PAK,E JOKOWI SAK KABEH,E",2019-04-14T07:07:52Z,1,0,ham
Didin Syafrudin,"🎶🎵 Ayo bareng Jokowi
Ayo juang bersama
Ayo bareng Jokowi
Nomor satu paling Indonesia
Indonesia maju paling jempolan 🎶🎵

Uenak tenan lagunya rek 🙏🤗👍☝️😁",2019-04-14T07:06:41Z,3,0,ham
Riki HNRSZ,Jangan lupa TPS = Tusuk Prabowo Sandi untuk NKRI berdaulat adil dan makmur,2019-04-14T06:53:54Z,0,1,ham
YT Tole,Hahhahahahahhahahahhahahhaha,2019-04-14T07:41:58Z,0,,spam
Fahdi Marruska,"Kemarin gak sempat nonton, alhamdulillah terimakasih metro yang nayangin livenya di youtube, merindiing gilaa, #jokowisatukalilagi",2019-04-14T06:49:33Z,3,0,ham
Triko Wilantika,1,2019-04-14T06:35:43Z,1,0,ham
Ponco Kusuma,Menangkan  01   urusan kalah  biar  no 2,2019-04-14T06:25:20Z,0,0,ham
